"island","site","GenSp","abundance"
"hawaiiisland","hawaiiisland_01","Hyposmocoma cristata",2
"hawaiiisland","hawaiiisland_01","Notoedres cati",5
"hawaiiisland","hawaiiisland_01","Plagithmysus acaciae",1
"hawaiiisland","hawaiiisland_01","Dryophthorus squalidus",9
"hawaiiisland","hawaiiisland_01","Sclerodermus polynesialis",36
"hawaiiisland","hawaiiisland_01","Dromaeolus compressus",11
"hawaiiisland","hawaiiisland_01","Aceria swezeyi",2
"hawaiiisland","hawaiiisland_01","Limonia nigropolita",26
"hawaiiisland","hawaiiisland_01","Goniothorax perkinsi",2
"hawaiiisland","hawaiiisland_01","Spodoptera exigua",60
"hawaiiisland","hawaiiisland_01","Isotomiella minor",53
"hawaiiisland","hawaiiisland_01","Galumna alata",7
"hawaiiisland","hawaiiisland_01","Cis bimaculatus",1
"hawaiiisland","hawaiiisland_01","Helionothrips errans",30
"hawaiiisland","hawaiiisland_01","Odonaspis greenii",12
"hawaiiisland","hawaiiisland_01","Sarcophaga peregrina",5
"hawaiiisland","hawaiiisland_01","Targalla delatrix",9
"hawaiiisland","hawaiiisland_01","Hedylepta blackburni",2
"hawaiiisland","hawaiiisland_01","Aeallia lingula",10
"hawaiiisland","hawaiiisland_01","Parasaissetia nigra",2
"hawaiiisland","hawaiiisland_01","Pseudocistela konae",8
"hawaiiisland","hawaiiisland_01","Thyrocopa usitata",8
"hawaiiisland","hawaiiisland_01","Scaptomyza obscuricornis",6
"hawaiiisland","hawaiiisland_01","Scotorythra rara",1
"hawaiiisland","hawaiiisland_01","Aphis fabae",10
"hawaiiisland","hawaiiisland_01","Omiodes anastreptoides",1
"hawaiiisland","hawaiiisland_01","Udea liopis",6
"hawaiiisland","hawaiiisland_01","Drosophila canavalia",33
"hawaiiisland","hawaiiisland_01","Cydia plicata",2
"hawaiiisland","hawaiiisland_01","Kleidotoma costata",130
"hawaiiisland","hawaiiisland_01","Agrion calliphya microdemas",10
"hawaiiisland","hawaiiisland_01","Scadra rufidens",177
"hawaiiisland","hawaiiisland_01","Calolelaps coeruleus",1
"hawaiiisland","hawaiiisland_01","Nesosteles kilaueae",40
"hawaiiisland","hawaiiisland_01","Epidinocarsis californicus",8
"hawaiiisland","hawaiiisland_01","Atrometus satelles",32
"hawaiiisland","hawaiiisland_01","Drosophila crassifemur",2
"hawaiiisland","hawaiiisland_01","Neelus poki",15
"hawaiiisland","hawaiiisland_01","Orthotylus metrosideri",7
"hawaiiisland","hawaiiisland_01","Placopsidella marquesana",15
"hawaiiisland","hawaiiisland_01","Proctolaelaps pygmaeus",2
"hawaiiisland","hawaiiisland_01","Neanura ili",77
"hawaiiisland","hawaiiisland_01","Eurynogaster bullata",175
"hawaiiisland","hawaiiisland_01","Eucelatoria armigera",4
"hawaiiisland","hawaiiisland_01","Agrotis ceramophaea",3
"hawaiiisland","hawaiiisland_01","Hyposmocoma chilonella triocellata",1
"hawaiiisland","hawaiiisland_01","Phlyctaenia argoscelis",2
"hawaiiisland","hawaiiisland_01","Hyposmocoma partita",23
"hawaiiisland","hawaiiisland_01","Cheyletus malaccensis",1
"hawaiiisland","hawaiiisland_01","Cleodorella cleodorella",2
"hawaiiisland","hawaiiisland_01","Hyposmocoma suffusella",2
"hawaiiisland","hawaiiisland_01","Philodoria floscula",8
"hawaiiisland","hawaiiisland_01","Pnigalio externa",2
"hawaiiisland","hawaiiisland_01","Chrysoperla comanche",22
"hawaiiisland","hawaiiisland_01","Polyplax spinulosa",1
"hawaiiisland","hawaiiisland_01","Dalotia coriaria",2
"hawaiiisland","hawaiiisland_01","Drosophila melanopedis",1
"hawaiiisland","hawaiiisland_01","Scatella sexnotata",2
"hawaiiisland","hawaiiisland_01","Mesovelia mulsanti",4
"hawaiiisland","hawaiiisland_01","Ceratothrips frici",4
"hawaiiisland","hawaiiisland_01","Phlyctaenia endopyra",32
"hawaiiisland","hawaiiisland_01","Schizaphis rotundiventris",13
"hawaiiisland","hawaiiisland_01","Acrolepiopsis sapporensis",35
"hawaiiisland","hawaiiisland_01","Hyposmocoma scapulella",36
"hawaiiisland","hawaiiisland_01","Ptycta distinguenda",20
"hawaiiisland","hawaiiisland_01","Lema daturaphila",21
"hawaiiisland","hawaiiisland_01","Scoparia nectarias",53
"hawaiiisland","hawaiiisland_01","Nesoprosopis pele",6
"hawaiiisland","hawaiiisland_01","Cardiocondyla nuda",22
"hawaiiisland","hawaiiisland_01","Brevipalpus obovatus",1
"hawaiiisland","hawaiiisland_01","Halticus bractatus",16
"hawaiiisland","hawaiiisland_01","Blackburnia kilauea",1
"hawaiiisland","hawaiiisland_01","Labrocerus flavicornis",30
"hawaiiisland","hawaiiisland_01","Aulacorthum solani",2
"hawaiiisland","hawaiiisland_01","Labrocerus obscurus",6
"hawaiiisland","hawaiiisland_01","Hyposmocoma puncticiliata",3
"hawaiiisland","hawaiiisland_01","Scatella wirthi",1
"hawaiiisland","hawaiiisland_01","Androlaelaps casalis",5
"hawaiiisland","hawaiiisland_01","Pycnoscelus indicus",8
"hawaiiisland","hawaiiisland_01","Neomachilis heteropus",20
"hawaiiisland","hawaiiisland_01","Drosophila polliciforma",8
"hawaiiisland","hawaiiisland_01","Scaptomyza neosilvicola",1
"hawaiiisland","hawaiiisland_01","Vanessa atalanta",27
"hawaiiisland","hawaiiisland_01","Liriomyza cocculi",7
"hawaiiisland","hawaiiisland_01","Epiphanis tristis",163
"hawaiiisland","hawaiiisland_01","Cryptoblabes gnidiella",19
"hawaiiisland","hawaiiisland_01","Haliophyle euclidias",3
"hawaiiisland","hawaiiisland_01","Dolerothrips lanaiensis",3
"hawaiiisland","hawaiiisland_01","Atrometus citricinctus",12
"hawaiiisland","hawaiiisland_01","Eupelmus euprepes",4
"hawaiiisland","hawaiiisland_01","Psammoechus insularis",2
"hawaiiisland","hawaiiisland_01","Nesiomiris pilosus",30
"hawaiiisland","hawaiiisland_01","Batrachedra syrraphella",1
"hawaiiisland","hawaiiisland_01","Batrachedrodes bedelliella",58
"hawaiiisland","hawaiiisland_01","Platyptilia fuscicornis",2
"hawaiiisland","hawaiiisland_01","Nesodynerus hiloensis",1
"hawaiiisland","hawaiiisland_01","Lynchia nigra",2
"hawaiiisland","hawaiiisland_01","Nesophrosyne perkinsi",4
"hawaiiisland","hawaiiisland_01","Lytogaster gravida",3
"hawaiiisland","hawaiiisland_01","Ectemnius curtipes",1
"hawaiiisland","hawaiiisland_01","Macrosiphum solanifolii",14
"hawaiiisland","hawaiiisland_01","Adoretus sinicus",24
"hawaiiisland","hawaiiisland_01","Leucostoma aterrimum",49
"hawaiiisland","hawaiiisland_01","Hypoaspis aculeifer",5
"hawaiiisland","hawaiiisland_01","Scotorythra demetrias",1
"hawaiiisland","hawaiiisland_01","Lycoriella hoyti",1
"hawaiiisland","hawaiiisland_01","Phytosciara vulcanata",120
"hawaiiisland","hawaiiisland_01","Prabhergia nayarii",3
"hawaiiisland","hawaiiisland_01","Blastobasis inana",2
"hawaiiisland","hawaiiisland_01","Chrysopa basalis",139
"hawaiiisland","hawaiiisland_01","Aphis nerii",2
